per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val
769,8,3,0,1,0,23.2
769,8,0,3,1,0,16
769,8,2,0,1,0,71
769,8,0,2,1,0,5
769,8,1,0,1,0,94.8
769,8,0,1,1,0,6
769,2,3,0,1,0,44.1
769,2,2,0,1,0,53.1
769,2,1,0,1,0,101
769,5,3,0,1,0,39
769,5,0,3,1,0,12
769,5,2,0,1,0,57.9
769,5,0,2,1,0,6
769,5,1,0,1,0,97.7
769,5,0,1,1,0,6
769,6,3,0,1,0,929.8
769,6,0,3,1,0,6
769,6,3,0,1,1,932
769,6,2,0,1,0,724.1
769,6,0,2,1,0,3
769,6,2,0,1,1,747
769,6,1,0,1,0,1670.1
769,6,0,1,1,0,3
769,6,1,0,1,1,1695
768,7,3,0,1,1,381
768,7,0,3,1,1,17
768,7,2,0,1,1,995
768,7,0,2,1,1,5
768,7,1,0,1,1,1390
768,7,0,1,1,1,6
768,1,3,0,1,1,612
768,1,2,0,1,1,748
768,1,1,0,1,1,1409
768,4,3,0,1,1,461
768,4,0,3,1,1,12
768,4,2,0,1,1,887
768,4,0,2,1,1,6
768,4,1,0,1,1,1357
768,4,0,1,1,1,6
768,3,3,0,1,0,156.1
768,3,0,3,1,0,8
768,3,3,0,1,1,149
768,3,2,0,1,0,133.8
768,3,0,2,1,0,6
768,3,2,0,1,1,139
768,3,1,0,1,0,294
768,3,0,1,1,0,5
768,3,1,0,1,1,292
768,8,3,0,1,0,33.9
768,8,0,3,1,0,17
768,8,2,0,1,0,96.8
768,8,0,2,1,0,5
768,8,1,0,1,0,132
768,8,0,1,1,0,6
768,2,3,0,1,0,53.2
768,2,2,0,1,0,51
768,2,1,0,1,0,107.8
768,5,3,0,1,0,33
768,5,0,3,1,0,12
768,5,2,0,1,0,61.1
768,5,0,2,1,0,6
768,5,1,0,1,0,94.7
768,5,0,1,1,0,6
768,6,3,0,1,0,914.5
768,6,0,3,1,0,6
768,6,3,0,1,1,923
768,6,2,0,1,0,735.8
768,6,0,2,1,0,3
768,6,2,0,1,1,757
768,6,1,0,1,0,1666.5
768,6,0,1,1,0,3
768,6,1,0,1,1,1696
767,7,3,0,1,1,431
767,7,0,3,1,1,17
767,7,2,0,1,1,1102
767,7,0,2,1,1,5
767,7,1,0,1,1,1543
767,7,0,1,1,1,6
767,1,3,0,1,1,553
767,1,2,0,1,1,795
767,1,1,0,1,1,1402
767,4,3,0,1,1,609
767,4,0,3,1,1,12
767,4,2,0,1,1,804
767,4,0,2,1,1,5
767,4,1,0,1,1,1427
767,4,0,1,1,1,6
767,3,3,0,1,0,144.6
767,3,0,3,1,0,8
767,3,3,0,1,1,152
767,3,2,0,1,0,138.6
767,3,0,2,1,0,6
767,3,2,0,1,1,145
767,3,1,0,1,0,286.4
767,3,0,1,1,0,5
767,3,1,0,1,1,300
767,8,3,0,1,0,33.1
767,8,0,3,1,0,17
767,8,2,0,1,0,91.3
767,8,0,2,1,0,5
767,8,1,0,1,0,125.1
767,8,0,1,1,0,6
767,2,3,0,1,0,44.8
767,2,2,0,1,0,56.5
767,2,1,0,1,0,105.6
767,5,3,0,1,0,50
767,5,0,3,1,0,12
767,5,2,0,1,0,59.9
767,5,0,2,1,0,5
767,5,1,0,1,0,111.1
767,5,0,1,1,0,6
767,6,3,0,1,0,918.5
767,6,0,3,1,0,6
767,6,3,0,1,1,916
767,6,2,0,1,0,770.4
767,6,0,2,1,0,3
767,6,2,0,1,1,762
767,6,1,0,1,0,1705.8
767,6,0,1,1,0,3
767,6,1,0,1,1,1695
766,7,3,0,1,1,357
766,7,0,3,1,1,16
766,7,2,0,1,1,974
766,7,0,2,1,1,5
766,7,1,0,1,1,1348
766,7,0,1,1,1,6
766,1,3,0,1,1,650
766,1,2,0,1,1,850
766,1,1,0,1,1,1555
766,4,3,0,1,1,560
766,4,0,3,1,1,12
766,4,2,0,1,1,858
766,4,0,2,1,1,5
766,4,1,0,1,1,1432
766,4,0,1,1,1,6
766,3,3,0,1,0,148.1
766,3,0,3,1,0,8
766,3,3,0,1,1,151
766,3,2,0,1,0,144.6
766,3,0,2,1,0,6
766,3,2,0,1,1,147
766,3,1,0,1,0,296.7
766,3,0,1,1,0,5
766,3,1,0,1,1,302
766,8,3,0,1,0,31.9
766,8,0,3,1,0,16
766,8,2,0,1,0,84.7
766,8,0,2,1,0,5
766,8,1,0,1,0,118.1
766,8,0,1,1,0,6
766,2,3,0,1,0,52.5
766,2,2,0,1,0,67
766,2,1,0,1,0,124.5
766,5,3,0,1,0,48
766,5,0,3,1,0,12
766,5,2,0,1,0,72.4
766,5,0,2,1,0,5
766,5,1,0,1,0,121.6
766,5,0,1,1,0,6
766,6,3,0,1,0,907.9
766,6,0,3,1,0,6
766,6,3,0,1,1,911
766,6,2,0,1,0,801.5
766,6,0,2,1,0,3
766,6,2,0,1,1,782
766,6,1,0,1,0,1726.7
766,6,0,1,1,0,3
766,6,1,0,1,1,1710
765,7,3,0,1,1,387
765,7,0,3,1,1,16
765,7,2,0,1,1,1048
765,7,0,2,1,1,5
765,7,1,0,1,1,1438
765,7,0,1,1,1,6
765,1,3,0,1,1,671
765,1,2,0,1,1,865
765,1,1,0,1,1,1588
765,4,3,0,1,1,559
765,4,0,3,1,1,12
765,4,2,0,1,1,887
765,4,0,2,1,1,5
765,4,1,0,1,1,1463
765,4,0,1,1,1,6
765,3,3,0,1,0,148.9
765,3,0,3,1,0,8
765,3,3,0,1,1,151
765,3,2,0,1,0,147.6
765,3,0,2,1,0,5
765,3,2,0,1,1,147
765,3,1,0,1,0,299.4
765,3,0,1,1,0,4
765,3,1,0,1,1,301
765,8,3,0,1,0,31.8
765,8,0,3,1,0,16
765,8,2,0,1,0,88.5
765,8,0,2,1,0,5
765,8,1,0,1,0,120.4
765,8,0,1,1,0,6
765,2,3,0,1,0,56.9
765,2,2,0,1,0,72
765,2,1,0,1,0,133.3
765,5,3,0,1,0,49.8
765,5,0,3,1,0,12
765,5,2,0,1,0,76.1
765,5,0,2,1,0,5
765,5,1,0,1,0,127.5
765,5,0,1,1,0,6
765,6,3,0,1,0,888
765,6,0,3,1,0,6
765,6,3,0,1,1,889
765,6,2,0,1,0,815.3
765,6,0,2,1,0,3
765,6,2,0,1,1,791
765,6,1,0,1,0,1721.1
765,6,0,1,1,0,3
765,6,1,0,1,1,1698
764,7,3,0,1,1,328
764,7,0,3,1,1,16
764,7,2,0,1,1,1020
764,7,0,2,1,1,5
764,7,1,0,1,1,1355
764,7,0,1,1,1,6
764,1,3,0,1,1,650
764,1,2,0,1,1,885
764,1,1,0,1,1,1586
764,4,3,0,1,1,566
764,4,0,3,1,1,13
764,4,2,0,1,1,919
764,4,0,2,1,1,5
764,4,1,0,1,1,1505
764,4,0,1,1,1,5
764,3,3,0,1,0,146.2
764,3,0,3,1,0,7
764,3,3,0,1,1,148
764,3,2,0,1,0,147.4
764,3,0,2,1,0,5
764,3,2,0,1,1,145
764,3,1,0,1,0,297.5
764,3,0,1,1,0,4
764,3,1,0,1,1,297
764,8,3,0,1,0,31.6
764,8,0,3,1,0,16
764,8,2,0,1,0,90
764,8,0,2,1,0,5
764,8,1,0,1,0,122.2
764,8,0,1,1,0,6
764,2,3,0,1,0,55.6
764,2,2,0,1,0,82.3
764,2,1,0,1,0,142.8
764,5,3,0,1,0,50.2
764,5,0,3,1,0,13
764,5,2,0,1,0,82.4
764,5,0,2,1,0,5
764,5,1,0,1,0,134.5
764,5,0,1,1,0,5
764,6,3,0,1,0,871.1
764,6,0,3,1,0,6
764,6,3,0,1,1,877
764,6,2,0,1,0,830
764,6,0,2,1,0,3
764,6,2,0,1,1,808
764,6,1,0,1,0,1718.1
764,6,0,1,1,0,3
764,6,1,0,1,1,1702
763,7,3,0,1,1,387
763,7,0,3,1,1,16
763,7,2,0,1,1,1004
763,7,0,2,1,1,5
763,7,1,0,1,1,1396
763,7,0,1,1,1,6
763,1,3,0,1,1,684
763,1,2,0,1,1,918
763,1,1,0,1,1,1658
763,4,3,0,1,1,458
763,4,0,3,1,1,13
763,4,2,0,1,1,898
763,4,0,2,1,1,5
763,4,1,0,1,1,1371
763,4,0,1,1,1,6
763,3,3,0,1,0,144.8
763,3,0,3,1,0,7
763,3,3,0,1,1,149
763,3,2,0,1,0,147.4
763,3,0,2,1,0,5
763,3,2,0,1,1,148
763,3,1,0,1,0,295.9
763,3,0,1,1,0,4
763,3,1,0,1,1,301
763,8,3,0,1,0,40.2
763,8,0,3,1,0,16
763,8,2,0,1,0,82.9
763,8,0,2,1,0,5
763,8,1,0,1,0,123.5
763,8,0,1,1,0,6
763,2,3,0,1,0,56.7
763,2,2,0,1,0,76.8
763,2,1,0,1,0,138.1
763,5,3,0,1,0,39.2
763,5,0,3,1,0,13
763,5,2,0,1,0,83.2
763,5,0,2,1,0,5
763,5,1,0,1,0,123.7
763,5,0,1,1,0,6
763,6,3,0,1,0,849.9
763,6,0,3,1,0,6
763,6,3,0,1,1,851
763,6,2,0,1,0,838.2
763,6,0,2,1,0,3
763,6,2,0,1,1,816
763,6,1,0,1,0,1703.9
763,6,0,1,1,0,3
763,6,1,0,1,1,1683
762,7,3,0,1,1,377
762,7,0,3,1,1,15
762,7,2,0,1,1,1009
762,7,0,2,1,1,5
762,7,1,0,1,1,1392
762,7,0,1,1,1,5
762,1,3,0,1,1,698
762,1,2,0,1,1,948
762,1,1,0,1,1,1701
762,4,3,0,1,1,543
762,4,0,3,1,1,13
762,4,2,0,1,1,1010
762,4,0,2,1,1,5
762,4,1,0,1,1,1561
762,4,0,1,1,1,6
762,3,3,0,1,0,141.2
762,3,0,3,1,0,7
762,3,3,0,1,1,140
762,3,2,0,1,0,149.1
762,3,0,2,1,0,5
762,3,2,0,1,1,144
762,3,1,0,1,0,294.6
762,3,0,1,1,0,4
762,3,1,0,1,1,288
762,8,3,0,1,0,34.3
762,8,0,3,1,0,15
762,8,2,0,1,0,87.5
762,8,0,2,1,0,5
762,8,1,0,1,0,122.4
762,8,0,1,1,0,5
762,2,3,0,1,0,63.1
762,2,2,0,1,0,92.9
762,2,1,0,1,0,161.1
762,5,3,0,1,0,47.4
762,5,0,3,1,0,13
762,5,2,0,1,0,96.9
762,5,0,2,1,0,5
762,5,1,0,1,0,144.9
762,5,0,1,1,0,6
762,6,3,0,1,0,846.9
762,6,0,3,1,0,6
762,6,3,0,1,1,844
762,6,2,0,1,0,839
762,6,0,2,1,0,3
762,6,2,0,1,1,829
762,6,1,0,1,0,1701.4
762,6,0,1,1,0,3
762,6,1,0,1,1,1688
761,7,3,0,1,1,398
761,7,0,3,1,1,15
761,7,2,0,1,1,1043
761,7,0,2,1,1,6
761,7,1,0,1,1,1446
761,7,0,1,1,1,5
761,1,3,0,1,1,615
761,1,2,0,1,1,1033
761,1,1,0,1,1,1708
761,4,3,0,1,1,447
761,4,0,3,1,1,13
761,4,2,0,1,1,1067
761,4,0,2,1,1,5
761,4,1,0,1,1,1543
761,4,0,1,1,1,6
761,3,3,0,1,0,133.4
761,3,0,3,1,0,7
761,3,3,0,1,1,135
761,3,2,0,1,0,151.4
761,3,0,2,1,0,5
761,3,2,0,1,1,146
761,3,1,0,1,0,289
761,3,0,1,1,0,4
761,3,1,0,1,1,285
761,8,3,0,1,0,33.3
761,8,0,3,1,0,15
761,8,2,0,1,0,87.1
761,8,0,2,1,0,6
761,8,1,0,1,0,120.9
761,8,0,1,1,0,5
761,2,3,0,1,0,50.5
761,2,2,0,1,0,96.7
761,2,1,0,1,0,152.2
761,5,3,0,1,0,41.2
761,5,0,3,1,0,13
761,5,2,0,1,0,96.7
761,5,0,2,1,0,5
761,5,1,0,1,0,140.6
761,5,0,1,1,0,6
761,6,3,0,1,0,841.1
761,6,0,3,1,0,6
761,6,3,0,1,1,834
761,6,2,0,1,0,829.6
761,6,0,2,1,0,3
761,6,2,0,1,1,831
761,6,1,0,1,0,1686.1
761,6,0,1,1,0,3
761,6,1,0,1,1,1680
760,7,3,0,1,1,322
760,7,0,3,1,1,15
760,7,2,0,1,1,1024
760,7,0,2,1,1,6
760,7,1,0,1,1,1361
760,7,0,1,1,1,5
760,1,3,0,1,1,652
760,1,2,0,1,1,1085
760,1,1,0,1,1,1795
760,4,3,0,1,1,614
760,4,0,3,1,1,13
760,4,2,0,1,1,1176
760,4,0,2,1,1,5
760,4,1,0,1,1,1803
760,4,0,1,1,1,6
760,3,3,0,1,0,133.3
760,3,0,3,1,0,7
760,3,3,0,1,1,132
760,3,2,0,1,0,155
760,3,0,2,1,0,5
760,3,2,0,1,1,151
760,3,1,0,1,0,293.1
760,3,0,1,1,0,5
760,3,1,0,1,1,288
760,8,3,0,1,0,25
760,8,0,3,1,0,15
760,8,2,0,1,0,81.2
760,8,0,2,1,0,6
760,8,1,0,1,0,107.4
760,8,0,1,1,0,5
760,2,3,0,1,0,55.2
760,2,2,0,1,0,99.5
760,2,1,0,1,0,159.7
760,5,3,0,1,0,53.5
760,5,0,3,1,0,13
760,5,2,0,1,0,109.7
760,5,0,2,1,0,5
760,5,1,0,1,0,164.3
760,5,0,1,1,0,6
760,6,3,0,1,0,831.7
760,6,0,3,1,0,6
760,6,3,0,1,1,827
760,6,2,0,1,0,818.8
760,6,0,2,1,0,3
760,6,2,0,1,1,829
760,6,1,0,1,0,1664
760,6,0,1,1,0,3
760,6,1,0,1,1,1669
759,7,3,0,1,1,298
759,7,0,3,1,1,15
759,7,2,0,1,1,1047
759,7,0,2,1,1,6
759,7,1,0,1,1,1356
759,7,0,1,1,1,5
759,1,3,0,1,1,685
759,1,2,0,1,1,1135
759,1,1,0,1,1,1877
759,4,3,0,1,1,519
759,4,0,3,1,1,13
759,4,2,0,1,1,1179
759,4,0,2,1,1,5
759,4,1,0,1,1,1713
759,4,0,1,1,1,6
759,3,3,0,1,0,136.1
759,3,0,3,1,0,8
759,3,3,0,1,1,133
759,3,2,0,1,0,158
759,3,0,2,1,0,5
759,3,2,0,1,1,153
759,3,1,0,1,0,298.4
759,3,0,1,1,0,5
759,3,1,0,1,1,290
759,8,3,0,1,0,23.9
759,8,0,3,1,0,15
759,8,2,0,1,0,87.9
759,8,0,2,1,0,6
759,8,1,0,1,0,112.7
759,8,0,1,1,0,5
759,2,3,0,1,0,58.2
759,2,2,0,1,0,108.7
759,2,1,0,1,0,172.1
759,5,3,0,1,0,41.3
759,5,0,3,1,0,13
759,5,2,0,1,0,100.1
759,5,0,2,1,0,5
759,5,1,0,1,0,142.6
759,5,0,1,1,0,6
759,6,3,0,1,0,806
759,6,0,3,1,0,6
759,6,3,0,1,1,804
759,6,2,0,1,0,789.9
759,6,0,2,1,0,3
759,6,2,0,1,1,813
759,6,1,0,1,0,1609.6
759,6,0,1,1,0,3
759,6,1,0,1,1,1631
758,7,3,0,1,1,304
758,7,0,3,1,1,15
758,7,2,0,1,1,1059
758,7,0,2,1,1,6
758,7,1,0,1,1,1371
758,7,0,1,1,1,6
758,1,3,0,1,1,563
758,1,2,0,1,1,1199
758,1,1,0,1,1,1817
758,4,3,0,1,1,528
758,4,0,3,1,1,13
758,4,2,0,1,1,1211
758,4,0,2,1,1,6
758,4,1,0,1,1,1771
758,4,0,1,1,1,6
758,3,3,0,1,0,121.9
758,3,0,3,1,0,8
758,3,3,0,1,1,121
758,3,2,0,1,0,147
758,3,0,2,1,0,5
758,3,2,0,1,1,151
758,3,1,0,1,0,273.2
758,3,0,1,1,0,5
758,3,1,0,1,1,276
758,8,3,0,1,0,19.5
758,8,0,3,1,0,15
758,8,2,0,1,0,78.6
758,8,0,2,1,0,6
758,8,1,0,1,0,98.6
758,8,0,1,1,0,6
758,2,3,0,1,0,41.7
758,2,2,0,1,0,88.1
758,2,1,0,1,0,133.7
758,5,3,0,1,0,38.8
758,5,0,3,1,0,13
758,5,2,0,1,0,85
758,5,0,2,1,0,6
758,5,1,0,1,0,126.1
758,5,0,1,1,0,6
758,6,3,0,1,0,770.6
758,6,0,3,1,0,6
758,6,3,0,1,1,767
758,6,2,0,1,0,773
758,6,0,2,1,0,3
758,6,2,0,1,1,800
758,6,1,0,1,0,1558.1
758,6,0,1,1,0,3
758,6,1,0,1,1,1581
757,7,3,0,1,1,311
757,7,0,3,1,1,16
757,7,2,0,1,1,932
757,7,0,2,1,1,5
757,7,1,0,1,1,1256
757,7,0,1,1,1,6
757,1,3,0,1,1,599
757,1,2,0,1,1,1242
757,1,1,0,1,1,1898
757,4,3,0,1,1,502
757,4,0,3,1,1,14
757,4,2,0,1,1,1157
757,4,0,2,1,1,6
757,4,1,0,1,1,1669
757,4,0,1,1,1,6
757,3,3,0,1,0,125.2
757,3,0,3,1,0,9
757,3,3,0,1,1,121
757,3,2,0,1,0,141.5
757,3,0,2,1,0,5
757,3,2,0,1,1,148
757,3,1,0,1,0,270
757,3,0,1,1,0,5
757,3,1,0,1,1,272
757,8,3,0,1,0,20.6
757,8,0,3,1,0,16
757,8,2,0,1,0,65.6
757,8,0,2,1,0,5
757,8,1,0,1,0,87.1
757,8,0,1,1,0,6
757,2,3,0,1,0,46.1
757,2,2,0,1,0,84.3
757,2,1,0,1,0,134.3
757,5,3,0,1,0,38.6
757,5,0,3,1,0,14
757,5,2,0,1,0,81.6
757,5,0,2,1,0,6
757,5,1,0,1,0,121
757,5,0,1,1,0,6
757,6,3,0,1,0,749.8
757,6,0,3,1,0,6
757,6,3,0,1,1,750
757,6,2,0,1,0,767
757,6,0,2,1,0,4
757,6,2,0,1,1,790
757,6,1,0,1,0,1529.4
757,6,0,1,1,0,3
757,6,1,0,1,1,1553
756,7,3,0,1,1,310
756,7,0,3,1,1,16
756,7,2,0,1,1,1021
756,7,0,2,1,1,5
756,7,1,0,1,1,1337
756,7,0,1,1,1,6
756,1,3,0,1,1,732
756,1,2,0,1,1,1148
756,1,1,0,1,1,1948
756,4,3,0,1,1,567
756,4,0,3,1,1,14
756,4,2,0,1,1,1217
756,4,0,2,1,1,5
756,4,1,0,1,1,1787
756,4,0,1,1,1,6
756,3,3,0,1,0,125.9
756,3,0,3,1,0,10
756,3,3,0,1,1,120
756,3,2,0,1,0,138.6
756,3,0,2,1,0,6
756,3,2,0,1,1,141
756,3,1,0,1,0,267.7
756,3,0,1,1,0,6
756,3,1,0,1,1,264
756,8,3,0,1,0,27.6
756,8,0,3,1,0,16
756,8,2,0,1,0,99.2
756,8,0,2,1,0,5
756,8,1,0,1,0,127.3
756,8,0,1,1,0,6
756,2,3,0,1,0,68
756,2,2,0,1,0,82.1
756,2,1,0,1,0,155.3
756,5,3,0,1,0,40.7
756,5,0,3,1,0,14
756,5,2,0,1,0,83.4
756,5,0,2,1,0,5
756,5,1,0,1,0,124.2
756,5,0,1,1,0,6
756,6,3,0,1,0,736.9
756,6,0,3,1,0,6
756,6,3,0,1,1,742
756,6,2,0,1,0,750.5
756,6,0,2,1,0,4
756,6,2,0,1,1,771
756,6,1,0,1,0,1500
756,6,0,1,1,0,3
756,6,1,0,1,1,1526
755,7,3,0,1,1,426
755,7,0,3,1,1,15
755,7,2,0,1,1,954
755,7,0,2,1,1,5
755,7,1,0,1,1,1389
755,7,0,1,1,1,6
755,1,3,0,1,1,586
755,1,2,0,1,1,1141
755,1,1,0,1,1,1775
755,4,3,0,1,1,464
755,4,0,3,1,1,14
755,4,2,0,1,1,1231
755,4,0,2,1,1,6
755,4,1,0,1,1,1712
755,4,0,1,1,1,6
755,3,3,0,1,0,108.6
755,3,0,3,1,0,10
755,3,3,0,1,1,114
755,3,2,0,1,0,138.7
755,3,0,2,1,0,6
755,3,2,0,1,1,147
755,3,1,0,1,0,249.9
755,3,0,1,1,0,6
755,3,1,0,1,1,264
755,8,3,0,1,0,32.8
755,8,0,3,1,0,15
755,8,2,0,1,0,78.2
755,8,0,2,1,0,5
755,8,1,0,1,0,111.7
755,8,0,1,1,0,6
755,2,3,0,1,0,48.4
755,2,2,0,1,0,81.1
755,2,1,0,1,0,133.4
755,5,3,0,1,0,38.1
755,5,0,3,1,0,14
755,5,2,0,1,0,91.2
755,5,0,2,1,0,6
755,5,1,0,1,0,130.8
755,5,0,1,1,0,6
755,6,3,0,1,0,725.1
755,6,0,3,1,0,6
755,6,3,0,1,1,724
755,6,2,0,1,0,764.1
755,6,0,2,1,0,4
755,6,2,0,1,1,756
755,6,1,0,1,0,1502.2
755,6,0,1,1,0,3
755,6,1,0,1,1,1493
754,7,3,0,1,1,301
754,7,0,3,1,1,15
754,7,2,0,1,1,944
754,7,0,2,1,1,5
754,7,1,0,1,1,1259
754,7,0,1,1,1,6
754,1,3,0,1,1,581
754,1,2,0,1,1,1097
754,1,1,0,1,1,1727
754,4,3,0,1,1,475
754,4,0,3,1,1,14
754,4,2,0,1,1,1087
754,4,0,2,1,1,5
754,4,1,0,1,1,1572
754,4,0,1,1,1,5
754,3,3,0,1,0,109.4
754,3,0,3,1,0,10
754,3,3,0,1,1,111
754,3,2,0,1,0,147.4
754,3,0,2,1,0,6
754,3,2,0,1,1,150
754,3,1,0,1,0,259.4
754,3,0,1,1,0,6
754,3,1,0,1,1,264
754,8,3,0,1,0,26.6
754,8,0,3,1,0,15
754,8,2,0,1,0,83
754,8,0,2,1,0,5
754,8,1,0,1,0,110.8
754,8,0,1,1,0,6
754,2,3,0,1,0,46.7
754,2,2,0,1,0,86.4
754,2,1,0,1,0,137.7
754,5,3,0,1,0,41.1
754,5,0,3,1,0,14
754,5,2,0,1,0,91.6
754,5,0,2,1,0,5
754,5,1,0,1,0,133.6
754,5,0,1,1,0,5
754,6,3,0,1,0,716.3
754,6,0,3,1,0,6
754,6,3,0,1,1,720
754,6,2,0,1,0,750
754,6,0,2,1,0,3
754,6,2,0,1,1,732
754,6,1,0,1,0,1478.6
754,6,0,1,1,0,3
754,6,1,0,1,1,1464
753,7,3,0,1,1,288
753,7,0,3,1,1,14
753,7,2,0,1,1,937
753,7,0,2,1,1,5
753,7,1,0,1,1,1232
753,7,0,1,1,1,6
753,1,3,0,1,1,525
753,1,2,0,1,1,1062
753,1,1,0,1,1,1636
753,4,3,0,1,1,456
753,4,0,3,1,1,15
753,4,2,0,1,1,1094
753,4,0,2,1,1,5
753,4,1,0,1,1,1560
753,4,0,1,1,1,5
753,3,3,0,1,0,106.3
753,3,0,3,1,0,10
753,3,3,0,1,1,108
753,3,2,0,1,0,145.2
753,3,0,2,1,0,6
753,3,2,0,1,1,147
753,3,1,0,1,0,254
753,3,0,1,1,0,6
753,3,1,0,1,1,258
753,8,3,0,1,0,23.4
753,8,0,3,1,0,14
753,8,2,0,1,0,79
753,8,0,2,1,0,5
753,8,1,0,1,0,103
753,8,0,1,1,0,6
753,2,3,0,1,0,43.8
753,2,2,0,1,0,88.2
753,2,1,0,1,0,136.2
753,5,3,0,1,0,40.8
