per_idx,cat_idx,dt_idx,et_idx,geo_idx,is_adj,val
718,3,3,0,1,0,72.2
718,3,0,3,1,0,9
718,3,3,0,1,1,73
718,3,2,0,1,0,88.4
718,3,0,2,1,0,6
718,3,2,0,1,1,90
718,3,1,0,1,0,162.4
718,3,0,1,1,0,6
718,3,1,0,1,1,165
718,8,3,0,1,0,23.9
718,8,0,3,1,0,15
718,8,2,0,1,0,75.5
718,8,0,2,1,0,5
718,8,1,0,1,0,100.2
718,8,0,1,1,0,5
718,2,3,0,1,0,36.4
718,2,2,0,1,0,74
718,2,1,0,1,0,113.9
718,5,3,0,1,0,29.1
718,5,0,3,1,0,13
718,5,2,0,1,0,74.9
718,5,0,2,1,0,4
718,5,1,0,1,0,105.7
718,5,0,1,1,0,5
718,6,3,0,1,0,595.2
718,6,0,3,1,0,6
718,6,3,0,1,1,599
718,6,2,0,1,0,544.1
718,6,0,2,1,0,3
718,6,2,0,1,1,529
718,6,1,0,1,0,1151.9
718,6,0,1,1,0,3
718,6,1,0,1,1,1141
717,7,3,0,1,1,323
717,7,0,3,1,1,15
717,7,2,0,1,1,855
717,7,0,2,1,1,5
717,7,1,0,1,1,1187
717,7,0,1,1,1,5
717,1,3,0,1,1,420
717,1,2,0,1,1,857
717,1,1,0,1,1,1320
717,4,3,0,1,1,366
717,4,0,3,1,1,13
717,4,2,0,1,1,875
717,4,0,2,1,1,4
717,4,1,0,1,1,1250
717,4,0,1,1,1,5
717,3,3,0,1,0,74.5
717,3,0,3,1,0,9
717,3,3,0,1,1,76
717,3,2,0,1,0,89.2
717,3,0,2,1,0,6
717,3,2,0,1,1,92
717,3,1,0,1,0,165.9
717,3,0,1,1,0,6
717,3,1,0,1,1,170
717,8,3,0,1,0,27.3
717,8,0,3,1,0,15
717,8,2,0,1,0,72.7
717,8,0,2,1,0,5
717,8,1,0,1,0,100.9
717,8,0,1,1,0,5
717,2,3,0,1,0,31.8
717,2,2,0,1,0,65.1
717,2,1,0,1,0,100.4
717,5,3,0,1,0,33.8
717,5,0,3,1,0,13
717,5,2,0,1,0,75
717,5,0,2,1,0,4
717,5,1,0,1,0,109.7
717,5,0,1,1,0,5
717,6,3,0,1,0,593.7
717,6,0,3,1,0,6
717,6,3,0,1,1,596
717,6,2,0,1,0,544.9
717,6,0,2,1,0,3
717,6,2,0,1,1,527
717,6,1,0,1,0,1150.5
717,6,0,1,1,0,3
717,6,1,0,1,1,1135
716,7,3,0,1,1,304
716,7,0,3,1,1,15
716,7,2,0,1,1,953
716,7,0,2,1,1,5
716,7,1,0,1,1,1262
716,7,0,1,1,1,5
716,1,3,0,1,1,417
716,1,2,0,1,1,838
716,1,1,0,1,1,1293
716,4,3,0,1,1,371
716,4,0,3,1,1,14
716,4,2,0,1,1,900
716,4,0,2,1,1,4
716,4,1,0,1,1,1288
716,4,0,1,1,1,5
716,3,3,0,1,0,74.1
716,3,0,3,1,0,9
716,3,3,0,1,1,76
716,3,2,0,1,0,95.4
716,3,0,2,1,0,6
716,3,2,0,1,1,92
716,3,1,0,1,0,171.7
716,3,0,1,1,0,6
716,3,1,0,1,1,170
716,8,3,0,1,0,29.9
716,8,0,3,1,0,15
716,8,2,0,1,0,83.6
716,8,0,2,1,0,5
716,8,1,0,1,0,113.9
716,8,0,1,1,0,5
716,2,3,0,1,0,36
716,2,2,0,1,0,78.6
716,2,1,0,1,0,118.2
716,5,3,0,1,0,31.6
716,5,0,3,1,0,14
716,5,2,0,1,0,80.8
716,5,0,2,1,0,4
716,5,1,0,1,0,113.8
716,5,0,1,1,0,5
716,6,3,0,1,0,586.4
716,6,0,3,1,0,6
716,6,3,0,1,1,590
716,6,2,0,1,0,542.6
716,6,0,2,1,0,3
716,6,2,0,1,1,526
716,6,1,0,1,0,1141.4
716,6,0,1,1,0,3
716,6,1,0,1,1,1129
715,7,3,0,1,1,334
715,7,0,3,1,1,15
715,7,2,0,1,1,811
715,7,0,2,1,1,5
715,7,1,0,1,1,1150
715,7,0,1,1,1,6
715,1,3,0,1,1,418
715,1,2,0,1,1,885
715,1,1,0,1,1,1333
715,4,3,0,1,1,333
715,4,0,3,1,1,14
715,4,2,0,1,1,869
715,4,0,2,1,1,4
715,4,1,0,1,1,1208
715,4,0,1,1,1,5
715,3,3,0,1,0,74.8
715,3,0,3,1,0,9
715,3,3,0,1,1,78
715,3,2,0,1,0,94.4
715,3,0,2,1,0,6
715,3,2,0,1,1,94
715,3,1,0,1,0,171.2
715,3,0,1,1,0,6
715,3,1,0,1,1,174
715,8,3,0,1,0,33.7
715,8,0,3,1,0,15
715,8,2,0,1,0,67.6
715,8,0,2,1,0,5
715,8,1,0,1,0,101.9
715,8,0,1,1,0,6
715,2,3,0,1,0,34
715,2,2,0,1,0,77.9
715,2,1,0,1,0,114.5
715,5,3,0,1,0,29.5
715,5,0,3,1,0,14
715,5,2,0,1,0,81.8
715,5,0,2,1,0,4
715,5,1,0,1,0,111.9
715,5,0,1,1,0,5
715,6,3,0,1,0,585.9
715,6,0,3,1,0,5
715,6,3,0,1,1,587
715,6,2,0,1,0,545.7
715,6,0,2,1,0,3
715,6,2,0,1,1,528
715,6,1,0,1,0,1143.3
715,6,0,1,1,0,3
715,6,1,0,1,1,1127
714,7,3,0,1,1,350
714,7,0,3,1,1,15
714,7,2,0,1,1,855
714,7,0,2,1,1,5
714,7,1,0,1,1,1212
714,7,0,1,1,1,6
714,1,3,0,1,1,436
714,1,2,0,1,1,863
714,1,1,0,1,1,1338
714,4,3,0,1,1,316
714,4,0,3,1,1,14
714,4,2,0,1,1,866
714,4,0,2,1,1,4
714,4,1,0,1,1,1192
714,4,0,1,1,1,5
714,3,3,0,1,0,76.6
714,3,0,3,1,0,10
714,3,3,0,1,1,74
714,3,2,0,1,0,95.4
714,3,0,2,1,0,6
714,3,2,0,1,1,90
714,3,1,0,1,0,173.6
714,3,0,1,1,0,6
714,3,1,0,1,1,166
714,8,3,0,1,0,32.2
714,8,0,3,1,0,15
714,8,2,0,1,0,75.6
714,8,0,2,1,0,5
714,8,1,0,1,0,108.6
714,8,0,1,1,0,6
714,2,3,0,1,0,37.9
714,2,2,0,1,0,81.8
714,2,1,0,1,0,123.3
714,5,3,0,1,0,27.7
714,5,0,3,1,0,14
714,5,2,0,1,0,83.5
714,5,0,2,1,0,4
714,5,1,0,1,0,112
714,5,0,1,1,0,5
714,6,3,0,1,0,592.8
714,6,0,3,1,0,5
714,6,3,0,1,1,590
714,6,2,0,1,0,531.2
714,6,0,2,1,0,3
714,6,2,0,1,1,524
714,6,1,0,1,0,1135.8
714,6,0,1,1,0,3
714,6,1,0,1,1,1126
713,7,3,0,1,1,364
713,7,0,3,1,1,14
713,7,2,0,1,1,886
713,7,0,2,1,1,5
713,7,1,0,1,1,1262
713,7,0,1,1,1,6
713,1,3,0,1,1,434
713,1,2,0,1,1,860
713,1,1,0,1,1,1331
713,4,3,0,1,1,375
713,4,0,3,1,1,14
713,4,2,0,1,1,970
713,4,0,2,1,1,4
713,4,1,0,1,1,1357
713,4,0,1,1,1,5
713,3,3,0,1,0,71
713,3,0,3,1,0,10
713,3,3,0,1,1,70
713,3,2,0,1,0,92.8
713,3,0,2,1,0,6
713,3,2,0,1,1,88
713,3,1,0,1,0,165.7
713,3,0,1,1,0,6
713,3,1,0,1,1,160
713,8,3,0,1,0,30.6
713,8,0,3,1,0,14
713,8,2,0,1,0,74.1
713,8,0,2,1,0,5
713,8,1,0,1,0,105.7
713,8,0,1,1,0,6
713,2,3,0,1,0,39.2
713,2,2,0,1,0,84.5
713,2,1,0,1,0,126.9
713,5,3,0,1,0,33.9
713,5,0,3,1,0,14
713,5,2,0,1,0,88.7
713,5,0,2,1,0,4
713,5,1,0,1,0,123.7
713,5,0,1,1,0,5
713,6,3,0,1,0,600.6
713,6,0,3,1,0,5
713,6,3,0,1,1,596
713,6,2,0,1,0,522.9
713,6,0,2,1,0,3
713,6,2,0,1,1,523
713,6,1,0,1,0,1135.5
713,6,0,1,1,0,3
713,6,1,0,1,1,1131
712,7,3,0,1,1,432
712,7,0,3,1,1,15
712,7,2,0,1,1,780
712,7,0,2,1,1,5
712,7,1,0,1,1,1224
712,7,0,1,1,1,6
712,1,3,0,1,1,460
712,1,2,0,1,1,863
712,1,1,0,1,1,1365
712,4,3,0,1,1,347
712,4,0,3,1,1,14
712,4,2,0,1,1,908
712,4,0,2,1,1,4
712,4,1,0,1,1,1276
712,4,0,1,1,1,5
712,3,3,0,1,0,71.4
712,3,0,3,1,0,10
712,3,3,0,1,1,71
712,3,2,0,1,0,91.1
712,3,0,2,1,0,6
712,3,2,0,1,1,89
712,3,1,0,1,0,164.7
712,3,0,1,1,0,7
712,3,1,0,1,1,162
712,8,3,0,1,0,32.8
712,8,0,3,1,0,15
712,8,2,0,1,0,61
712,8,0,2,1,0,5
712,8,1,0,1,0,94.7
712,8,0,1,1,0,6
712,2,3,0,1,0,38.9
712,2,2,0,1,0,79.2
712,2,1,0,1,0,121.5
712,5,3,0,1,0,30.6
712,5,0,3,1,0,14
712,5,2,0,1,0,85.1
712,5,0,2,1,0,4
712,5,1,0,1,0,117.5
712,5,0,1,1,0,5
712,6,3,0,1,0,598.8
712,6,0,3,1,0,5
712,6,3,0,1,1,597
712,6,2,0,1,0,508.3
712,6,0,2,1,0,3
712,6,2,0,1,1,515
712,6,1,0,1,0,1119.2
712,6,0,1,1,0,3
712,6,1,0,1,1,1124
711,7,3,0,1,1,339
711,7,0,3,1,1,15
711,7,2,0,1,1,831
711,7,0,2,1,1,5
711,7,1,0,1,1,1181
711,7,0,1,1,1,6
711,1,3,0,1,1,492
711,1,2,0,1,1,848
711,1,1,0,1,1,1381
711,4,3,0,1,1,429
711,4,0,3,1,1,14
711,4,2,0,1,1,875
711,4,0,2,1,1,4
711,4,1,0,1,1,1318
711,4,0,1,1,1,5
711,3,3,0,1,0,68.1
711,3,0,3,1,0,10
711,3,3,0,1,1,67
711,3,2,0,1,0,93.9
711,3,0,2,1,0,7
711,3,2,0,1,1,89
711,3,1,0,1,0,164.9
711,3,0,1,1,0,7
711,3,1,0,1,1,159
711,8,3,0,1,0,27
711,8,0,3,1,0,15
711,8,2,0,1,0,67.1
711,8,0,2,1,0,5
711,8,1,0,1,0,94.9
711,8,0,1,1,0,6
711,2,3,0,1,0,40.1
711,2,2,0,1,0,75.9
711,2,1,0,1,0,119.4
711,5,3,0,1,0,33.5
711,5,0,3,1,0,14
711,5,2,0,1,0,72.5
711,5,0,2,1,0,4
711,5,1,0,1,0,107.2
711,5,0,1,1,0,5
711,6,3,0,1,0,604.5
711,6,0,3,1,0,5
711,6,3,0,1,1,606
711,6,2,0,1,0,486.6
711,6,0,2,1,0,3
711,6,2,0,1,1,504
711,6,1,0,1,0,1102.4
711,6,0,1,1,0,3
711,6,1,0,1,1,1121
710,7,3,0,1,1,418
710,7,0,3,1,1,14
710,7,2,0,1,1,863
710,7,0,2,1,1,5
710,7,1,0,1,1,1288
710,7,0,1,1,1,6
710,1,3,0,1,1,417
710,1,2,0,1,1,867
710,1,1,0,1,1,1331
710,4,3,0,1,1,366
710,4,0,3,1,1,13
710,4,2,0,1,1,894
710,4,0,2,1,1,4
710,4,1,0,1,1,1277
710,4,0,1,1,1,5
710,3,3,0,1,0,68.6
710,3,0,3,1,0,10
710,3,3,0,1,1,68
710,3,2,0,1,0,86.9
710,3,0,2,1,0,6
710,3,2,0,1,1,88
710,3,1,0,1,0,157.9
710,3,0,1,1,0,7
710,3,1,0,1,1,158
710,8,3,0,1,0,26.9
710,8,0,3,1,0,14
710,8,2,0,1,0,61.3
710,8,0,2,1,0,5
710,8,1,0,1,0,88.6
710,8,0,1,1,0,6
710,2,3,0,1,0,27.9
710,2,2,0,1,0,62.2
710,2,1,0,1,0,93.4
710,5,3,0,1,0,26.1
710,5,0,3,1,0,13
710,5,2,0,1,0,62.4
710,5,0,2,1,0,4
710,5,1,0,1,0,89.7
710,5,0,1,1,0,5
710,6,3,0,1,0,602
710,6,0,3,1,0,6
710,6,3,0,1,1,602
710,6,2,0,1,0,477.5
710,6,0,2,1,0,3
710,6,2,0,1,1,496
710,6,1,0,1,0,1090.7
710,6,0,1,1,0,3
710,6,1,0,1,1,1109
709,7,3,0,1,1,347
709,7,0,3,1,1,13
709,7,2,0,1,1,850
709,7,0,2,1,1,6
709,7,1,0,1,1,1208
709,7,0,1,1,1,5
709,1,3,0,1,1,412
709,1,2,0,1,1,854
709,1,1,0,1,1,1311
709,4,3,0,1,1,415
709,4,0,3,1,1,13
709,4,2,0,1,1,872
709,4,0,2,1,1,4
709,4,1,0,1,1,1299
709,4,0,1,1,1,5
709,3,3,0,1,0,68.7
709,3,0,3,1,0,9
709,3,3,0,1,1,68
709,3,2,0,1,0,85.8
709,3,0,2,1,0,6
709,3,2,0,1,1,89
709,3,1,0,1,0,157.5
709,3,0,1,1,0,6
709,3,1,0,1,1,160
709,8,3,0,1,0,23.5
709,8,0,3,1,0,13
709,8,2,0,1,0,59.8
709,8,0,2,1,0,6
709,8,1,0,1,0,84
709,8,0,1,1,0,5
709,2,3,0,1,0,33.3
709,2,2,0,1,0,61.8
709,2,1,0,1,0,98.4
709,5,3,0,1,0,30.8
709,5,0,3,1,0,13
709,5,2,0,1,0,59.9
709,5,0,2,1,0,4
709,5,1,0,1,0,91.6
709,5,0,1,1,0,5
709,6,3,0,1,0,601.9
709,6,0,3,1,0,6
709,6,3,0,1,1,601
709,6,2,0,1,0,476.2
709,6,0,2,1,0,3
709,6,2,0,1,1,494
709,6,1,0,1,0,1088.5
709,6,0,1,1,0,3
709,6,1,0,1,1,1105
708,7,3,0,1,1,342
708,7,0,3,1,1,13
708,7,2,0,1,1,845
708,7,0,2,1,1,6
708,7,1,0,1,1,1200
708,7,0,1,1,1,6
708,1,3,0,1,1,412
708,1,2,0,1,1,861
708,1,1,0,1,1,1312
708,4,3,0,1,1,349
708,4,0,3,1,1,12
708,4,2,0,1,1,824
708,4,0,2,1,1,4
708,4,1,0,1,1,1177
708,4,0,1,1,1,4
708,3,3,0,1,0,71.4
708,3,0,3,1,0,9
708,3,3,0,1,1,69
708,3,2,0,1,0,80.1
708,3,0,2,1,0,6
708,3,2,0,1,1,85
708,3,1,0,1,0,153.4
708,3,0,1,1,0,6
708,3,1,0,1,1,156
708,8,3,0,1,0,29.8
708,8,0,3,1,0,13
708,8,2,0,1,0,82.4
708,8,0,2,1,0,6
708,8,1,0,1,0,113.4
708,8,0,1,1,0,6
708,2,3,0,1,0,35.5
708,2,2,0,1,0,56.5
708,2,1,0,1,0,94.8
708,5,3,0,1,0,26.1
708,5,0,3,1,0,12
708,5,2,0,1,0,55.1
708,5,0,2,1,0,4
708,5,1,0,1,0,81.4
708,5,0,1,1,0,4
708,6,3,0,1,0,593.7
708,6,0,3,1,0,6
708,6,3,0,1,1,598
708,6,2,0,1,0,476.5
708,6,0,2,1,0,3
708,6,2,0,1,1,492
708,6,1,0,1,0,1080.5
708,6,0,1,1,0,3
708,6,1,0,1,1,1100
707,7,3,0,1,1,359
707,7,0,3,1,1,14
707,7,2,0,1,1,808
707,7,0,2,1,1,5
707,7,1,0,1,1,1182
707,7,0,1,1,1,6
707,1,3,0,1,1,394
707,1,2,0,1,1,860
707,1,1,0,1,1,1295
707,4,3,0,1,1,341
707,4,0,3,1,1,13
707,4,2,0,1,1,924
707,4,0,2,1,1,4
707,4,1,0,1,1,1273
707,4,0,1,1,1,5
707,3,3,0,1,0,67
707,3,0,3,1,0,9
707,3,3,0,1,1,70
707,3,2,0,1,0,75.4
707,3,0,2,1,0,6
707,3,2,0,1,1,79
707,3,1,0,1,0,144.3
707,3,0,1,1,0,6
707,3,1,0,1,1,151
707,8,3,0,1,0,26
707,8,0,3,1,0,14
707,8,2,0,1,0,68.1
707,8,0,2,1,0,5
707,8,1,0,1,0,95.1
707,8,0,1,1,0,6
707,2,3,0,1,0,33.6
707,2,2,0,1,0,62
707,2,1,0,1,0,98.8
707,5,3,0,1,0,28.1
707,5,0,3,1,0,13
707,5,2,0,1,0,69.1
707,5,0,2,1,0,4
707,5,1,0,1,0,97.9
707,5,0,1,1,0,5
707,6,3,0,1,0,601.2
707,6,0,3,1,0,6
707,6,3,0,1,1,601
707,6,2,0,1,0,500.6
707,6,0,2,1,0,3
707,6,2,0,1,1,495
707,6,1,0,1,0,1113.2
707,6,0,1,1,0,3
707,6,1,0,1,1,1107
706,7,3,0,1,1,374
706,7,0,3,1,1,13
706,7,2,0,1,1,815
706,7,0,2,1,1,5
706,7,1,0,1,1,1196
706,7,0,1,1,1,5
706,1,3,0,1,1,471
706,1,2,0,1,1,854
706,1,1,0,1,1,1360
706,4,3,0,1,1,361
706,4,0,3,1,1,13
706,4,2,0,1,1,878
706,4,0,2,1,1,4
706,4,1,0,1,1,1257
706,4,0,1,1,1,5
706,3,3,0,1,0,69.5
706,3,0,3,1,0,10
706,3,3,0,1,1,71
706,3,2,0,1,0,78
706,3,0,2,1,0,6
706,3,2,0,1,1,80
706,3,1,0,1,0,149.5
706,3,0,1,1,0,6
706,3,1,0,1,1,153
706,8,3,0,1,0,33.1
706,8,0,3,1,0,13
706,8,2,0,1,0,73.3
706,8,0,2,1,0,5
706,8,1,0,1,0,106.9
706,8,0,1,1,0,5
706,2,3,0,1,0,42.3
706,2,2,0,1,0,71
706,2,1,0,1,0,116.3
706,5,3,0,1,0,32.3
706,5,0,3,1,0,13
706,5,2,0,1,0,75.7
706,5,0,2,1,0,4
706,5,1,0,1,0,109.6
706,5,0,1,1,0,5
706,6,3,0,1,0,598.8
706,6,0,3,1,0,5
706,6,3,0,1,1,603
706,6,2,0,1,0,500
706,6,0,2,1,0,3
706,6,2,0,1,1,486
706,6,1,0,1,0,1110.3
706,6,0,1,1,0,3
706,6,1,0,1,1,1101
705,7,3,0,1,1,312
705,7,0,3,1,1,13
705,7,2,0,1,1,794
705,7,0,2,1,1,5
705,7,1,0,1,1,1113
705,7,0,1,1,1,5
705,1,3,0,1,1,411
705,1,2,0,1,1,830
705,1,1,0,1,1,1277
705,4,3,0,1,1,324
705,4,0,3,1,1,14
705,4,2,0,1,1,839
705,4,0,2,1,1,4
705,4,1,0,1,1,1181
705,4,0,1,1,1,5
705,3,3,0,1,0,71
705,3,0,3,1,0,10
705,3,3,0,1,1,72
705,3,2,0,1,0,78.4
705,3,0,2,1,0,6
705,3,2,0,1,1,79
705,3,1,0,1,0,151.3
705,3,0,1,1,0,6
705,3,1,0,1,1,153
705,8,3,0,1,0,27.3
705,8,0,3,1,0,13
705,8,2,0,1,0,68.2
705,8,0,2,1,0,5
705,8,1,0,1,0,96.2
705,8,0,1,1,0,5
705,2,3,0,1,0,33.5
705,2,2,0,1,0,66.6
705,2,1,0,1,0,103.3
705,5,3,0,1,0,30.2
705,5,0,3,1,0,14
705,5,2,0,1,0,72.5
705,5,0,2,1,0,4
705,5,1,0,1,0,104.4
705,5,0,1,1,0,5
705,6,3,0,1,0,598
705,6,0,3,1,0,5
705,6,3,0,1,1,601
705,6,2,0,1,0,498.1
705,6,0,2,1,0,3
705,6,2,0,1,1,482
705,6,1,0,1,0,1106.4
705,6,0,1,1,0,3
705,6,1,0,1,1,1093
704,7,3,0,1,1,358
704,7,0,3,1,1,13
704,7,2,0,1,1,746
704,7,0,2,1,1,5
704,7,1,0,1,1,1107
704,7,0,1,1,1,5
704,1,3,0,1,1,482
704,1,2,0,1,1,817
704,1,1,0,1,1,1336
704,4,3,0,1,1,284
704,4,0,3,1,1,14
704,4,2,0,1,1,867
704,4,0,2,1,1,4
704,4,1,0,1,1,1159
704,4,0,1,1,1,5
704,3,3,0,1,0,69.6
704,3,0,3,1,0,10
704,3,3,0,1,1,71
704,3,2,0,1,0,81
704,3,0,2,1,0,6
704,3,2,0,1,1,79
704,3,1,0,1,0,153.1
704,3,0,1,1,0,6
704,3,1,0,1,1,152
704,8,3,0,1,0,36.2
704,8,0,3,1,0,13
704,8,2,0,1,0,65.6
704,8,0,2,1,0,5
704,8,1,0,1,0,102.1
704,8,0,1,1,0,5
704,2,3,0,1,0,42
704,2,2,0,1,0,76.6
704,2,1,0,1,0,122.1
704,5,3,0,1,0,23.8
704,5,0,3,1,0,14
704,5,2,0,1,0,78.1
704,5,0,2,1,0,4
704,5,1,0,1,0,102.6
704,5,0,1,1,0,5
704,6,3,0,1,0,592.6
704,6,0,3,1,0,5
704,6,3,0,1,1,596
704,6,2,0,1,0,493.8
704,6,0,2,1,0,3
704,6,2,0,1,1,477
704,6,1,0,1,0,1095.9
704,6,0,1,1,0,3
704,6,1,0,1,1,1083
703,7,3,0,1,1,325
703,7,0,3,1,1,14
703,7,2,0,1,1,841
703,7,0,2,1,1,5
703,7,1,0,1,1,1173
703,7,0,1,1,1,5
703,1,3,0,1,1,395
703,1,2,0,1,1,818
703,1,1,0,1,1,1254
703,4,3,0,1,1,353
703,4,0,3,1,1,14
703,4,2,0,1,1,841
703,4,0,2,1,1,4
703,4,1,0,1,1,1206
703,4,0,1,1,1,5
703,3,3,0,1,0,60.4
703,3,0,3,1,0,10
703,3,3,0,1,1,62
703,3,2,0,1,0,77.8
703,3,0,2,1,0,5
703,3,2,0,1,1,78
703,3,1,0,1,0,140.6
703,3,0,1,1,0,6
703,3,1,0,1,1,142
703,8,3,0,1,0,32.1
703,8,0,3,1,0,14
703,8,2,0,1,0,69.4
703,8,0,2,1,0,5
703,8,1,0,1,0,102.2
703,8,0,1,1,0,5
703,2,3,0,1,0,30.4
703,2,2,0,1,0,69.2
703,2,1,0,1,0,102.9
703,5,3,0,1,0,31.9
703,5,0,3,1,0,14
703,5,2,0,1,0,79.4
703,5,0,2,1,0,4
703,5,1,0,1,0,112.3
703,5,0,1,1,0,5
703,6,3,0,1,0,600.7
703,6,0,3,1,0,5
703,6,3,0,1,1,600
703,6,2,0,1,0,482.8
703,6,0,2,1,0,3
703,6,2,0,1,1,466
703,6,1,0,1,0,1092.6
703,6,0,1,1,0,3
703,6,1,0,1,1,1075
702,7,3,0,1,1,414
702,7,0,3,1,1,14
702,7,2,0,1,1,810
702,7,0,2,1,1,5
702,7,1,0,1,1,1236
702,7,0,1,1,1,5
702,1,3,0,1,1,494
702,1,2,0,1,1,820
702,1,1,0,1,1,1353
702,4,3,0,1,1,376
702,4,0,3,1,1,14
702,4,2,0,1,1,867
702,4,0,2,1,1,4
702,4,1,0,1,1,1249
702,4,0,1,1,1,5
702,3,3,0,1,0,68.4
702,3,0,3,1,0,10
702,3,3,0,1,1,66
702,3,2,0,1,0,85.3
702,3,0,2,1,0,5
702,3,2,0,1,1,78
702,3,1,0,1,0,155.9
702,3,0,1,1,0,6
702,3,1,0,1,1,146
702,8,3,0,1,0,37.5
702,8,0,3,1,0,14
702,8,2,0,1,0,71.3
702,8,0,2,1,0,5
702,8,1,0,1,0,109.9
702,8,0,1,1,0,5
702,2,3,0,1,0,45.2
702,2,2,0,1,0,81.8
702,2,1,0,1,0,130.8
702,5,3,0,1,0,31.9
702,5,0,3,1,0,14
702,5,2,0,1,0,83.8
702,5,0,2,1,0,4
702,5,1,0,1,0,116.3
702,5,0,1,1,0,5
702,6,3,0,1,0,601
702,6,0,3,1,0,5
702,6,3,0,1,1,598
702,6,2,0,1,0,473.5
702,6,0,2,1,0,3
702,6,2,0,1,1,466
702,6,1,0,1,0,1083.4
702,6,0,1,1,0,3
702,6,1,0,1,1,1073
701,7,3,0,1,1,359
701,7,0,3,1,1,14
701,7,2,0,1,1,800
701,7,0,2,1,1,5
701,7,1,0,1,1,1170
701,7,0,1,1,1,5
701,1,3,0,1,1,374
701,1,2,0,1,1,795
701,1,1,0,1,1,1205
701,4,3,0,1,1,312
701,4,0,3,1,1,13
701,4,2,0,1,1,832
701,4,0,2,1,1,4
701,4,1,0,1,1,1157
701,4,0,1,1,1,5
701,3,3,0,1,0,66.4
701,3,0,3,1,0,9
701,3,3,0,1,1,66
701,3,2,0,1,0,83.6
701,3,0,2,1,0,5
701,3,2,0,1,1,79
701,3,1,0,1,0,151.3
701,3,0,1,1,0,6
701,3,1,0,1,1,146
701,8,3,0,1,0,30.3
701,8,0,3,1,0,14
701,8,2,0,1,0,66.9
701,8,0,2,1,0,5
701,8,1,0,1,0,98.1
701,8,0,1,1,0,5
701,2,3,0,1,0,33.8
701,2,2,0,1,0,78.4
701,2,1,0,1,0,115.3
701,5,3,0,1,0,28
701,5,0,3,1,0,13
701,5,2,0,1,0,76.9
701,5,0,2,1,0,4
701,5,1,0,1,0,106
701,5,0,1,1,0,5
701,6,3,0,1,0,606.1
701,6,0,3,1,0,5
701,6,3,0,1,1,600
701,6,2,0,1,0,461.4
701,6,0,2,1,0,3
701,6,2,0,1,1,461
701,6,1,0,1,0,1077.5
701,6,0,1,1,0,3
701,6,1,0,1,1,1071
700,7,3,0,1,1,283
700,7,0,3,1,1,15
700,7,2,0,1,1,765
700,7,0,2,1,1,5
700,7,1,0,1,1,1069
700,7,0,1,1,1,6
700,1,3,0,1,1,411
700,1,2,0,1,1,793
700,1,1,0,1,1,1239
700,4,3,0,1,1,305
700,4,0,3,1,1,12
700,4,2,0,1,1,825
700,4,0,2,1,1,4
700,4,1,0,1,1,1146
700,4,0,1,1,1,4
700,3,3,0,1,0,64
700,3,0,3,1,0,9
700,3,3,0,1,1,63
700,3,2,0,1,0,78.3
700,3,0,2,1,0,5
700,3,2,0,1,1,77
700,3,1,0,1,0,143.7
700,3,0,1,1,0,5
700,3,1,0,1,1,141
700,8,3,0,1,0,21.7
700,8,0,3,1,0,15
700,8,2,0,1,0,60.1
700,8,0,2,1,0,5
700,8,1,0,1,0,83.4
700,8,0,1,1,0,6
700,2,3,0,1,0,32.9
700,2,2,0,1,0,69.3
700,2,1,0,1,0,105
700,5,3,0,1,0,26.8
700,5,0,3,1,0,12
700,5,2,0,1,0,76.9
700,5,0,2,1,0,4
700,5,1,0,1,0,105.2
700,5,0,1,1,0,4
700,6,3,0,1,0,610.6
700,6,0,3,1,0,5
700,6,3,0,1,1,607
700,6,2,0,1,0,450.9
700,6,0,2,1,0,3
700,6,2,0,1,1,458
700,6,1,0,1,0,1071.4
700,6,0,1,1,0,3
700,6,1,0,1,1,1075
699,7,3,0,1,1,351
699,7,0,3,1,1,15
699,7,2,0,1,1,780
699,7,0,2,1,1,5
699,7,1,0,1,1,1147
699,7,0,1,1,1,6
699,1,3,0,1,1,412
699,1,2,0,1,1,824
699,1,1,0,1,1,1273
699,4,3,0,1,1,345
699,4,0,3,1,1,12
699,4,2,0,1,1,836
699,4,0,2,1,1,4
699,4,1,0,1,1,1190
699,4,0,1,1,1,5
699,3,3,0,1,0,59.9
699,3,0,3,1,0,9
699,3,3,0,1,1,59
699,3,2,0,1,0,82.8
699,3,0,2,1,0,5
699,3,2,0,1,1,77
699,3,1,0,1,0,144.6
699,3,0,1,1,0,5
699,3,1,0,1,1,138
699,8,3,0,1,0,28.3
699,8,0,3,1,0,15
699,8,2,0,1,0,62.4
699,8,0,2,1,0,5
699,8,1,0,1,0,92
699,8,0,1,1,0,6
699,2,3,0,1,0,34.8
699,2,2,0,1,0,77.1
699,2,1,0,1,0,115.3
699,5,3,0,1,0,27
699,5,0,3,1,0,12
699,5,2,0,1,0,69.5
699,5,0,2,1,0,4
699,5,1,0,1,0,97.1
699,5,0,1,1,0,5
699,6,3,0,1,0,607.2
699,6,0,3,1,0,5
699,6,3,0,1,1,609
699,6,2,0,1,0,435
699,6,0,2,1,0,3
699,6,2,0,1,1,452
699,6,1,0,1,0,1052.6
699,6,0,1,1,0,3
699,6,1,0,1,1,1071
698,7,3,0,1,1,388
698,7,0,3,1,1,15
698,7,2,0,1,1,744
698,7,0,2,1,1,5
698,7,1,0,1,1,1148
698,7,0,1,1,1,5
