DATE,Home_inventory_val,GDP,Median_House_income,New_completed_house,Inflation,MORTGAGE30US,Mortgage_default_rate,New_residential_properties,Unemployment_rate,House_price,Population(in_million)
2022-01-01,17600.1,24740.48,61220.7125,83.2,6.992826311,3.4450000000000003,2.08,1898.0,4.0,285.493,332.918
2022-02-01,18006.9,24740.48,61220.7125,86.3,6.519554583,3.7625,2.08,1817.0,3.8,290.736,332.959
2022-03-01,18408.5,24740.48,61220.7125,99.7,6.350249411,4.172,2.08,1877.0,3.6,296.296,333.056
2022-04-01,18608.4,25248.476,61220.7125,94.7,6.030320223,4.9825,1.96,1795.0,3.6,300.829,333.184
2022-05-01,18088.8,25248.476,61220.7125,100.3,7.503944114,5.2299999999999995,1.96,1708.0,3.6,304.294,333.317
2022-06-01,18120.7,25248.476,61220.7125,105.5,7.924919184,5.522,1.96,1701.0,3.6,305.163,333.46
2022-07-01,17596.4,25723.941,61220.7125,106.2,6.423611019,5.4125,1.85,1658.0,3.5,304.044,333.624
2022-08-01,17720.9,25723.941,61220.7125,108.2,8.463917466,5.2225,1.85,1586.0,3.7,301.712,333.799
2022-09-01,17788.6,25723.941,61220.7125,100.5,8.382964302,6.112,1.85,1588.0,3.5,299.412,333.976
2022-10-01,17464.2,26137.992,61220.7125,105.1,6.507748044,6.9,1.78,1555.0,3.7,298.793,334.141
2022-11-01,17410.7,26137.992,61220.7125,97.3,5.765770218,6.805,1.78,1402.0,3.6,297.985,334.287
2022-12-01,16895.2,26137.992,61220.7125,114.0,7.049161031,6.364,1.78,1409.0,3.5,296.952,334.42
2023-01-01,16666.6,26486.287,61220.7125,82.6,8.142495355,6.2725,1.73,1354.0,3.4,296.064,334.533
2023-02-01,17563.2,26486.287,61220.7125,85.0,7.880495895,6.2575,1.73,1482.0,3.6,296.926,334.637
2023-03-01,17255.3,26486.287,61220.7125,99.5,4.907054528,6.544,1.73,1437.0,3.5,298.166,334.753
